;AnoMes;Municipio_Ibge;Municipio;Estado_Ibge;Estado;Sigla_Regiao;Regiao;VL_PagadorPF;QT_PagadorPF;VL_PagadorPJ;QT_PagadorPJ;VL_RecebedorPF;QT_RecebedorPF;VL_RecebedorPJ;QT_RecebedorPJ;QT_PES_PagadorPF;QT_PES_PagadorPJ;QT_PES_RecebedorPF;QT_PES_RecebedorPJ
4272;2023-11-01;3136306;JOÃO PINHEIRO;31;MINAS GERAIS;SE;SUDESTE;141571471,83;655693;133348229,0;53139;144391096,35;417015;113060073,58;137104;26461;2028;26723;1962
4844;2023-11-01;2611309;POMBOS;26;PERNAMBUCO;NE;NORDESTE;58823764,13;313439;30748780,98;14790;59176577,98;234134;24328039,3;41333;11416;359;11458;328
4846;2023-11-01;2926301;RIACHÃO DO JACUÍPE;29;BAHIA;NE;NORDESTE;82543170,94;487361;37243285,9;20433;83010230,69;339815;37010285,67;62526;16177;888;16375;830
3959;2023-11-01;2300408;AIUABA;23;CEARÁ;NE;NORDESTE;20325981,65;171746;1396359,1;2973;19153980,25;123759;1337276,67;8776;6051;126;5812;121
1170;2023-11-01;3104700;ATALÉIA;31;MINAS GERAIS;SE;SUDESTE;21128963,22;116786;3369897,39;3639;20709251,41;71513;3194237,94;11524;5349;193;5283;187
5814;2023-11-01;3122207;DIVINOLÂNDIA DE MINAS;31;MINAS GERAIS;SE;SUDESTE;16697062,51;64814;2953399,52;2788;18103600,22;40679;3335909,91;10731;3403;155;3367;147
4852;2023-11-01;2112233;TRIZIDELA DO VALE;21;MARANHÃO;NE;NORDESTE;43317245,38;316623;16752914,41;12252;41744306,2;216626;12985690,2;35309;9898;364;9918;329
5815;2023-11-01;2409407;PAU DOS FERROS;24;RIO GRANDE DO NORTE;NE;NORDESTE;84616118,39;498126;29589143,11;25642;79658043,94;358155;35960519,44;97212;16509;981;16191;904
618;2023-11-01;5204706;CAMPINORTE;52;GOIÁS;CO;CENTRO-OESTE;44972337,2;174812;22920746,97;14435;43833143,63;106375;26133065,54;54841;6370;437;6421;437
5644;2023-11-01;3501806;AMÉRICO DE CAMPOS;35;SÃO PAULO;SE;SUDESTE;15972248,31;58045;3462187,54;3366;14974935,27;37722;4044824,87;8803;2959;194;2841;183
597;2023-11-01;2918506;JUSSARA;29;BAHIA;NE;NORDESTE;23536344,96;175429;2917346,45;3593;22597143,28;115900;3047539,36;7948;6661;148;6535;137
3895;2023-11-01;3524204;JABORANDI;35;SÃO PAULO;SE;SUDESTE;15471432,96;71734;5500681,59;4144;18310616,56;41336;3649538,33;10461;3347;214;3211;185
594;2023-11-01;1718303;PRAIA NORTE;17;TOCANTINS;NO;NORTE;14155802,91;120562;715053,61;1256;13749892,21;77940;945917,03;3582;3621;64;3699;58
1103;2023-11-01;3520608;INDIANA;35;SÃO PAULO;SE;SUDESTE;13767322,76;58140;7786256,93;4660;14016807,67;38191;6105430,5;8738;2622;192;2598;183
590;2023-11-01;3169406;TRÊS PONTAS;31;MINAS GERAIS;SE;SUDESTE;186245545,42;613903;171911543,54;49114;181682924,51;424382;197764276,47;119584;28144;2158;28238;2081
4752;2023-11-01;2302404;BOA VIAGEM;23;CEARÁ;NE;NORDESTE;88158846,75;600330;19172331,81;14839;83805246,77;435009;19225234,84;52033;22351;572;22156;535
4022;2023-11-01;1702703;AURORA DO TOCANTINS;17;TOCANTINS;NO;NORTE;5046868,37;30615;997319,63;2408;4702597,07;20495;780321,21;5703;1391;66;1367;62
849;2023-11-01;3518107;GUARANTÃ;35;SÃO PAULO;SE;SUDESTE;12925964,55;91447;3746515,66;4486;13072914,42;52878;4527321,28;11668;3597;182;3481;176
4130;2023-11-01;3536257;PARISI;35;SÃO PAULO;SE;SUDESTE;7327567,97;23317;2878418,19;1623;6133028,34;17034;3165058,1;3928;1175;73;1171;67
884;2023-11-01;3139003;MACHADO;31;MINAS GERAIS;SE;SUDESTE;137778001,7;388782;171980796,81;34035;139890181,65;263407;193112420,57;66455;19575;1571;19539;1514
4101;2023-11-01;3165206;SÃO TOMÉ DAS LETRAS;31;MINAS GERAIS;SE;SUDESTE;11485978,59;59896;10135610,15;10892;13452701,82;48368;8297111,05;29993;2930;489;3026;472
919;2023-11-01;5106703;PONTE BRANCA;51;MATO GROSSO;CO;CENTRO-OESTE;4654836,7;21438;1771273,43;1327;13228785,22;14110;1006183,77;2461;873;50;865;51
5768;2023-11-01;5219704;SANTA TEREZINHA DE GOIÁS;52;GOIÁS;CO;CENTRO-OESTE;38236270,76;119540;11365490,16;10591;35859857,36;87170;11983183,85;30845;4791;331;4816;342
938;2023-11-01;4311791;MARATÁ;43;RIO GRANDE DO SUL;SU;SUL;3286561,2;13146;2569235,22;1456;3730572,79;7645;2683740,76;3546;961;109;837;113
4085;2023-11-01;2204550;GUARIBAS;22;PIAUÍ;NE;NORDESTE;7794233,91;55234;1294472,28;1214;6969886,14;33561;897894,35;2297;1797;56;1774;48
5729;2023-11-01;4119608;PITANGA;41;PARANÁ;SU;SUL;87529786,16;332175;67383797,96;36187;90901704,99;192773;62358609,99;69177;16345;1366;16287;1306
4078;2023-11-01;4113007;JUSSARA;41;PARANÁ;SU;SUL;15563227,91;77598;28723551,1;6760;14265479,92;44681;6610122,16;12663;3645;223;3447;221
4815;2023-11-01;4123303;SANTA CRUZ DE MONTE CASTELO;41;PARANÁ;SU;SUL;20365933,36;89941;8507012,13;7040;21233759,59;52751;9222251,88;19836;4163;310;4020;300
4062;2023-11-01;2304269;DEPUTADO IRAPUAN PINHEIRO;23;CEARÁ;NE;NORDESTE;12028592,72;77684;3953641,74;1751;11680110,36;55017;3359046,4;7260;3314;87;3272;78
5774;2023-11-01;4104501;CAPANEMA;41;PARANÁ;SU;SUL;33254202,29;146779;49421407,91;20268;31422244,43;82747;43568993,71;55479;8738;886;8204;868
1038;2023-11-01;2205151;JACOBINA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;6789868,84;47213;2228709,49;2171;6220342,31;30900;1777331,87;6044;1743;65;1707;53
4762;2023-11-01;2203420;DOMINGOS MOURÃO;22;PIAUÍ;NE;NORDESTE;5524255,89;41618;168162,89;537;6153029,42;27396;301519,3;1482;1650;26;1678;21
695;2023-11-01;4204194;CHAPADÃO DO LAGEADO;42;SANTA CATARINA;SU;SUL;4911735,59;16527;1011304,15;1353;3911489,17;8381;1094966,42;3705;1104;76;962;76
3885;2023-11-01;3135308;JAPARAÍBA;31;MINAS GERAIS;SE;SUDESTE;8864403,69;37944;1869503,91;1592;9338820,76;22304;2270560,16;6900;1924;140;1805;138
1271;2023-11-01;2411205;SANTA CRUZ;24;RIO GRANDE DO NORTE;NE;NORDESTE;92905148,91;644115;25334666,29;27659;88215342,04;471377;23527066,31;94833;20394;851;20301;786
5627;2023-11-01;5214838;NOVA CRIXÁS;52;GOIÁS;CO;CENTRO-OESTE;49564270,23;149758;15890395,72;11553;47259855,12;109978;17326681,76;38399;5862;473;5977;425
1553;2023-11-01;4200705;ALFREDO WAGNER;42;SANTA CATARINA;SU;SUL;19249534,52;63226;7550924,31;7715;19053502,38;39864;8147468,12;18448;4091;459;3825;451
385;2023-11-01;3519055;HOLAMBRA;35;SÃO PAULO;SE;SUDESTE;87016942,14;221946;117118415,31;32909;85795739,29;133404;96253638,75;67468;9665;1219;9405;1150
376;2023-11-01;3110707;CAMBUQUIRA;31;MINAS GERAIS;SE;SUDESTE;23998120,36;134940;6276164,81;6987;24250219,42;85710;6707564,03;21575;5956;425;6002;429
1579;2023-11-01;3534807;OURO VERDE;35;SÃO PAULO;SE;SUDESTE;14106888,34;103482;4141370,64;4417;14558102,16;57748;4686011,66;11759;3855;227;3779;207
4458;2023-11-01;4120309;PORTO VITÓRIA;41;PARANÁ;SU;SUL;4293888,38;25940;2343802,16;2018;5218037,38;15756;2341263,7;3992;1591;114;1557;114
3665;2023-11-01;2203503;ELESBÃO VELOSO;22;PIAUÍ;NE;NORDESTE;18117068,25;167520;4089176,97;2722;17741584,07;105263;4410211,68;13996;6083;140;5958;128
304;2023-11-01;4215307;SALETE;42;SANTA CATARINA;SU;SUL;14655168,14;57329;40735004,51;8254;15154166,85;31434;36746963,11;17075;3754;508;3439;494
4494;2023-11-01;2602803;BUÍQUE;26;PERNAMBUCO;NE;NORDESTE;55798331,26;379231;9525634,78;8372;54607686,31;259701;10117829,39;29674;16611;364;16718;347
1653;2023-11-01;1718402;PRESIDENTE KENNEDY;17;TOCANTINS;NO;NORTE;8556519,78;53519;5197556,29;2716;7955596,82;32713;4419331,98;7200;1738;78;1748;71
270;2023-11-01;3165800;SENADOR JOSÉ BENTO;31;MINAS GERAIS;SE;SUDESTE;3690355,93;9626;378809,9;600;2951605,22;6204;387979,61;730;630;31;600;30
243;2023-11-01;2907558;CATURAMA;29;BAHIA;NE;NORDESTE;7686349,51;50780;729711,41;833;7334698,08;26564;718572,18;2153;2270;65;2187;55
4526;2023-11-01;1200054;ASSIS BRASIL;12;ACRE;NO;NORTE;11680532,95;74158;1863375,63;2273;11475969,59;44973;1526003,32;5884;2902;98;2893;75
3597;2023-11-01;2202778;COLÔNIA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;9055877,29;68069;783668,63;1610;9336685,9;41300;659465,09;3493;2620;57;2753;53
1763;2023-11-01;2200277;ALEGRETE DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;12269669,76;73912;984994,73;1512;10924746,57;49611;1170235,6;4012;2304;55;2314;52
227;2023-11-01;4306502;DOM FELICIANO;43;RIO GRANDE DO SUL;SU;SUL;14745121,86;81209;4452351,75;4577;12119061,23;42577;5033148,29;15014;4724;242;4268;240
4913;2023-11-01;2931053;TANQUE NOVO;29;BAHIA;NE;NORDESTE;25075403,47;131913;8635183,96;5896;23229165,01;74950;10827198,54;15663;5791;319;5519;277
4431;2023-11-01;2506004;ESPERANÇA;25;PARAÍBA;NE;NORDESTE;64074975,33;377762;43800044,29;20205;64089705,32;268994;41454876,92;53697;14192;898;14355;795
1509;2023-11-01;4317251;SANTA TEREZA;43;RIO GRANDE DO SUL;SU;SUL;1421113,61;5835;225348,29;190;1714940,13;3630;485134,86;821;563;33;508;40
4426;2023-11-01;1706001;COUTO MAGALHÃES;17;TOCANTINS;NO;NORTE;12030779,94;64441;22779616,91;3159;10678931,47;39599;29659119,33;8989;2245;100;2245;89
1296;2023-11-01;2307254;JIJOCA DE JERICOACOARA;23;CEARÁ;NE;NORDESTE;61389957,4;390375;36244388,53;55484;61615318,01;295858;33287531,73;163796;11333;1329;11168;1208
1303;2023-11-01;2504207;CATINGUEIRA;25;PARAÍBA;NE;NORDESTE;7523416,67;52843;835532,24;691;7647939,36;36766;722611,94;3307;1978;39;1985;35
4736;2023-11-01;3144409;NATÉRCIA;31;MINAS GERAIS;SE;SUDESTE;7113744,28;25004;2353952,19;2173;6248418,68;15419;4241012,99;5395;1799;116;1665;118
544;2023-11-01;1702901;AXIXÁ DO TOCANTINS;17;TOCANTINS;NO;NORTE;24749440,31;180015;3941686,72;3881;23446019,36;117712;4531894,03;17094;6080;135;6109;130
1342;2023-11-01;2205540;LAGOINHA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;3190918,33;32493;3388476,07;313;3049607,14;19930;951590,61;2332;1086;22;1071;20
504;2023-11-01;3156809;SABINÓPOLIS;31;MINAS GERAIS;SE;SUDESTE;25607008,16;129393;5892689,4;6222;27686783,02;81126;5677572,56;18576;6423;292;6433;287
4890;2023-11-01;2703205;IGREJA NOVA;27;ALAGOAS;NE;NORDESTE;31780573,79;214792;1947177,01;2027;29325762,27;134175;1528103,45;6307;9179;113;9035;94
4543;2023-11-01;2903003;BARRA DO MENDES;29;BAHIA;NE;NORDESTE;18310553,76;131205;2848754,48;3176;17308071,4;84445;3339500,66;13370;5977;173;5734;171
4357;2023-11-01;2803203;ITAPORANGA D'AJUDA;28;SERGIPE;NE;NORDESTE;57153390,58;518347;61811182,53;13341;55266691,08;328617;61216906,44;56191;16438;463;16704;419
483;2023-11-01;3515806;FLORA RICA;35;SÃO PAULO;SE;SUDESTE;3117916,28;18909;336354,08;436;2776948,19;10311;374985,66;1111;771;19;746;22
3798;2023-11-01;2311900;SABOEIRO;23;CEARÁ;NE;NORDESTE;26676567,15;162746;2409246,9;2877;25340908,98;124475;2338144,64;10815;6257;106;6129;96
1441;2023-11-01;5201405;APARECIDA DE GOIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;2016871174,64;10796824;2025252286,23;875879;2189820890,24;8020080;1938034212,23;1895211;338600;24504;346761;22910
4712;2023-11-01;2609501;NAZARÉ DA MATA;26;PERNAMBUCO;NE;NORDESTE;55982486,36;426272;11518771,3;11083;54313894,05;299280;41681042,41;36547;15304;424;15533;384
1461;2023-11-01;2702405;DELMIRO GOUVEIA;27;ALAGOAS;NE;NORDESTE;113784607,95;833283;26498969,79;27366;109226381,86;535547;25936132,82;92312;26743;974;27039;906
3755;2023-11-01;2111078;SÃO JOÃO DO SOTER;21;MARANHÃO;NE;NORDESTE;21730195,77;193399;1229235,74;1755;18941254,4;114871;1392238,04;8176;6044;82;5868;79
415;2023-11-01;3103108;ANTÔNIO PRADO DE MINAS;31;MINAS GERAIS;SE;SUDESTE;2749431,15;13891;368607,48;431;2511194,25;10659;459177,68;942;712;31;672;31
5852;2023-11-01;3148806;PEDRA DO ANTA;31;MINAS GERAIS;SE;SUDESTE;4718687,62;22736;847647,61;952;4218737,91;17838;558147,22;1367;1227;68;1226;54
439;2023-11-01;3202603;ICONHA;32;ESPÍRITO SANTO;SE;SUDESTE;30601076,46;137742;59839444,54;12956;32068491,34;87740;66453859,36;39212;6301;613;6060;623
2892;2023-11-01;3148509;PAVÃO;31;MINAS GERAIS;SE;SUDESTE;11994352,97;72552;4727543,94;2606;12538934,9;50101;4006237,06;6214;3295;126;3290;131
2978;2023-11-01;3542503;REGINÓPOLIS;35;SÃO PAULO;SE;SUDESTE;14271672,57;84973;4424077,4;4727;14708901,72;53243;3623397,88;9715;3444;212;3348;199
3266;2023-11-01;2703700;JARAMATAIA;27;ALAGOAS;NE;NORDESTE;9799366,91;58690;1691676,62;880;9073157,41;37304;1238341,28;2280;2347;32;2317;31
2138;2023-11-01;3540606;PORTO FELIZ;35;SÃO PAULO;SE;SUDESTE;155395620,65;805485;105387775,79;73376;166773628,3;535756;106070342,88;151867;31352;2512;30832;2404
2838;2023-11-01;2414001;TANGARÁ;24;RIO GRANDE DO NORTE;NE;NORDESTE;33646152,6;240281;8030020,31;6023;32191191,7;180248;8946353,07;26659;7618;229;7516;195
2220;2023-11-01;5106182;NOVA LACERDA;51;MATO GROSSO;CO;CENTRO-OESTE;16926563,36;62539;7552635,3;5455;17237762,11;37409;6626916,44;14392;3091;203;2933;186
2482;2023-11-01;3170909;VARZELÂNDIA;31;MINAS GERAIS;SE;SUDESTE;32268145,53;222397;6820831,16;7106;30850730,07;143697;6843174,51;25785;8815;285;8472;283
2145;2023-11-01;2511707;PILÕEZINHOS;25;PARAÍBA;NE;NORDESTE;6850349,37;44124;392582,04;905;6493330,3;34073;310851,84;1617;1851;34;1893;25
5032;2023-11-01;2915908;ITANAGRA;29;BAHIA;NE;NORDESTE;12453234,5;114988;2807109,68;2846;12176325,68;74968;1899190,48;5866;3452;104;3423;94
2684;2023-11-01;3553906;TARABAI;35;SÃO PAULO;SE;SUDESTE;14639543,59;87354;4891024,41;4683;16252484,66;52784;3928657,41;9883;3605;211;3583;192
3296;2023-11-01;1501253;BANNACH;15;PARÁ;NO;NORTE;11175689,29;39608;1131603,03;1072;11120553,51;24711;2758321,32;5540;1795;53;1727;53
2695;2023-11-01;3549102;SÃO JOÃO DA BOA VISTA;35;SÃO PAULO;SE;SUDESTE;286252892,61;1021202;287525401,23;109092;329878618,47;710049;296730383,37;214128;50825;4917;49568;4668
3291;2023-11-01;4304408;CANELA;43;RIO GRANDE DO SUL;SU;SUL;156499040,75;747482;136169300,37;93603;169940953,55;461971;126164476,59;198289;28984;3544;28708;3383
2464;2023-11-01;3527256;LOURDES;35;SÃO PAULO;SE;SUDESTE;5373599,98;20099;411612,0;853;4295418,55;11501;459267,4;3137;1044;46;1015;51
2709;2023-11-01;2913705;INHAMBUPE;29;BAHIA;NE;NORDESTE;70458434,53;470126;29230774,85;18240;70997959,6;298493;25955897,09;52667;16442;657;16714;635
3001;2023-11-01;4114401;MANGUEIRINHA;41;PARANÁ;SU;SUL;40239678,09;168826;31624332,76;16222;37613250,69;91669;28968490,84;38479;8438;683;8224;677
3257;2023-11-01;4110052;IGUATU;41;PARANÁ;SU;SUL;3437659,79;20143;2077185,78;1028;3387529,56;11421;1966848,59;2825;983;51;887;51
3241;2023-11-01;3503307;ARARAS;35;SÃO PAULO;SE;SUDESTE;388639178,2;1714742;299517459,05;170103;448722888,64;1125407;297374255,87;502107;76878;6481;74820;6083
2789;2023-11-01;2801306;CAPELA;28;SERGIPE;NE;NORDESTE;51757396,63;410336;18855235,82;8788;48503736,06;261878;32250925,07;39832;14287;343;14385;319
5121;2023-11-01;4309704;HUMAITÁ;43;RIO GRANDE DO SUL;SU;SUL;7539153,51;29694;3251065,48;1660;6619250,36;16477;2933640,84;6537;2021;162;1808;181
2279;2023-11-01;2108009;PASTOS BONS;21;MARANHÃO;NE;NORDESTE;34760057,44;303412;12240212,1;10382;32646226,84;186538;12567306,56;30136;8369;226;8254;215
5339;2023-11-01;2207405;PALMEIRA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;9968401,62;67816;1691648,59;1905;9520453,64;41711;1797311,57;5926;2585;65;2547;64
2747;2023-11-01;1600303;MACAPÁ;16;AMAPÁ;NO;NORTE;1519257682,63;11819224;851621541,94;597795;1505910450,98;8713234;759775451,7;1409122;311869;12786;308660;12083
5012;2023-11-01;1503457;IPIXUNA DO PARÁ;15;PARÁ;NO;NORTE;44432207,07;343842;17337202,6;16312;42833736,07;223134;14653322,7;52227;11564;394;11306;385
5187;2023-11-01;4127304;TERRA RICA;41;PARANÁ;SU;SUL;43264973,99;163770;11590180,43;11760;47526379,44;98279;12063626,16;32818;7633;503;7594;490
3101;2023-11-01;5207600;FAZENDA NOVA;52;GOIÁS;CO;CENTRO-OESTE;14121910,85;57640;4697118,99;2891;12617784,2;38258;4592334,89;7434;2574;157;2466;154
2755;2023-11-01;1506112;QUATIPURU;15;PARÁ;NO;NORTE;16053593,16;147523;2586476,76;3086;15261248,96;99020;3143018,17;7250;5205;116;5162;105
3228;2023-11-01;3165701;SENADOR FIRMINO;31;MINAS GERAIS;SE;SUDESTE;12442731,46;52738;5558061,62;4520;12016336,4;33717;5903070,53;10822;3122;234;2920;224
2659;2023-11-01;2102200;BURITI;21;MARANHÃO;NE;NORDESTE;34729306,15;313345;3069419,61;3479;31077126,21;198345;2956877,25;18456;11079;142;10663;141
2337;2023-11-01;1705508;COLINAS DO TOCANTINS;17;TOCANTINS;NO;NORTE;160344868,59;700828;96363871,66;54410;163830371,63;443767;106964511,34;152194;20642;1355;20958;1281
2642;2023-11-01;4106001;CONGONHINHAS;41;PARANÁ;SU;SUL;14969772,59;72181;4135094,1;3719;14831213,84;43987;4341658,36;10000;3576;196;3538;192
2866;2023-11-01;2513943;SÃO DOMINGOS DO CARIRI;25;PARAÍBA;NE;NORDESTE;5119131,01;29331;182166,01;469;4994637,21;21070;253650,73;1133;1102;27;1067;27
4756;2023-12-01;4120309;PORTO VITÓRIA;41;PARANÁ;SU;SUL;5186251,1;29306;2301031,22;2176;6038404,84;17914;2541381,75;4417;1604;111;1615;122
1896;2023-12-01;3540606;PORTO FELIZ;35;SÃO PAULO;SE;SUDESTE;183873761,14;938794;120425009,67;83457;195727289,36;586207;120633840,51;223155;31834;2573;31540;2450
2727;2023-12-01;3527256;LOURDES;35;SÃO PAULO;SE;SUDESTE;6151932,9;23807;633577,58;1146;5379543,06;14115;743924,0;4075;1066;45;1050;53
3498;2023-12-01;1200054;ASSIS BRASIL;12;ACRE;NO;NORTE;13680614,7;84714;2007788,06;2719;13448800,14;51635;1474046,29;7520;2993;92;2953;75
809;2023-12-01;4311734;MAMPITUBA;43;RIO GRANDE DO SUL;SU;SUL;6369897,58;23586;1538280,85;1122;5817129,86;13800;871040,44;3221;1114;53;1081;49
5334;2023-12-01;5219704;SANTA TEREZINHA DE GOIÁS;52;GOIÁS;CO;CENTRO-OESTE;40923437,91;135776;11989509,69;11732;41724595,77;97558;11243710,88;37513;4836;340;4944;336
477;2023-12-01;3202603;ICONHA;32;ESPÍRITO SANTO;SE;SUDESTE;35065275,92;158773;73154899,41;14010;35953361,94;103063;84700706,26;44224;6388;610;6229;618
499;2023-12-01;5201405;APARECIDA DE GOIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;2255964812,46;12196963;2276760475,86;909878;2475252247,96;8890482;2104506357,1;2141313;342589;24787;351914;23185
3306;2023-12-01;3503307;ARARAS;35;SÃO PAULO;SE;SUDESTE;449422079,3;1973597;360296370,9;183226;483026039,88;1267319;310077918,84;564691;77796;6532;76399;6156
2592;2023-12-01;1718402;PRESIDENTE KENNEDY;17;TOCANTINS;NO;NORTE;9594884,15;58558;5507990,8;2893;8974007,02;36925;7444430,99;8950;1778;78;1806;75
1132;2023-12-01;3520608;INDIANA;35;SÃO PAULO;SE;SUDESTE;14887017,38;68214;8926943,1;5053;15454886,85;43133;7616222,95;10494;2654;189;2641;189
1119;2023-12-01;1718303;PRAIA NORTE;17;TOCANTINS;NO;NORTE;16364145,97;136976;844436,11;1690;16299299,03;90611;1121456,58;4098;3690;61;3752;61
4167;2023-12-01;3524204;JABORANDI;35;SÃO PAULO;SE;SUDESTE;18577534,27;87642;5835267,89;4624;20346496,4;48993;3930371,11;13223;3368;226;3285;199
5845;2023-12-01;3551306;SEBASTIANÓPOLIS DO SUL;35;SÃO PAULO;SE;SUDESTE;7738057,4;32156;5892366,5;2348;7497591,1;21229;4889931,11;5699;1650;132;1515;128
456;2023-12-01;3133204;ITANHOMI;31;MINAS GERAIS;SE;SUDESTE;26928489,84;105101;5269490,58;3682;31478318,79;72098;5852058,47;13475;5186;256;5236;269
4386;2023-12-01;5202353;ARENÓPOLIS;52;GOIÁS;CO;CENTRO-OESTE;13658346,09;33844;3812480,54;2251;11456061,13;21522;5134670,01;7274;1503;92;1482;87
5415;2023-12-01;1706001;COUTO MAGALHÃES;17;TOCANTINS;NO;NORTE;12983246,97;75257;21082291,08;3387;12010427,2;45085;25349056,9;10013;2317;104;2325;94
441;2023-12-01;3123528;DURANDÉ;31;MINAS GERAIS;SE;SUDESTE;11764703,7;75138;4075567,74;4005;10587759,28;41474;3083219,4;14301;3262;170;3040;143
1177;2023-12-01;1501253;BANNACH;15;PARÁ;NO;NORTE;11234488,26;48165;1319480,67;1115;11632290,82;28652;2552292,05;5821;1824;56;1762;60
5411;2023-12-01;3114907;CASA GRANDE;31;MINAS GERAIS;SE;SUDESTE;4716306,48;13941;562693,67;515;3729973,27;8667;609884,54;1461;925;45;873;36
407;2023-12-01;3515806;FLORA RICA;35;SÃO PAULO;SE;SUDESTE;3392122,89;21189;605785,96;526;3266477,9;12051;565110,05;1305;786;20;762;23
1606;2023-12-01;2506103;FAGUNDES;25;PARAÍBA;NE;NORDESTE;16845036,16;129871;1922134,14;2090;17153085,63;96403;1838182,83;9483;4898;117;5036;93
2750;2023-12-01;3553906;TARABAI;35;SÃO PAULO;SE;SUDESTE;16783860,24;102790;4989127,47;4409;17239313,0;61832;5249019,64;12083;3675;209;3697;194
1173;2023-12-01;2702405;DELMIRO GOUVEIA;27;ALAGOAS;NE;NORDESTE;132599563,26;929771;28742735,38;31495;125768778,45;613068;29174020,11;115767;27114;992;27546;937
3150;2023-12-01;4302584;BOZANO;43;RIO GRANDE DO SUL;SU;SUL;3459535,16;11151;1125451,34;838;3283519,49;6267;970863,36;1543;734;45;647;51
3963;2023-12-01;2704104;LAGOA DA CANOA;27;ALAGOAS;NE;NORDESTE;39907242,96;221780;4479132,39;3610;37830820,32;175248;3097853,45;11987;7852;145;7762;123
3070;2023-12-01;2105658;JUNCO DO MARANHÃO;21;MARANHÃO;NE;NORDESTE;13622912,22;98222;1533198,12;2491;12825520,49;65480;1497968,17;5847;2647;40;2631;42
4968;2023-12-01;4123303;SANTA CRUZ DE MONTE CASTELO;41;PARANÁ;SU;SUL;25547844,87;102196;9435323,63;7890;26106182,07;61296;10913823,6;24003;4228;311;4116;311
4407;2023-12-01;2913705;INHAMBUPE;29;BAHIA;NE;NORDESTE;75489727,14;531444;32038669,43;19749;73724649,55;337749;29005274,12;60645;16750;648;17176;640
2981;2023-12-01;2207405;PALMEIRA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;11330528,93;75560;1340002,23;2428;11051339,72;45893;1244332,92;8010;2599;64;2585;61
4708;2023-12-01;1503457;IPIXUNA DO PARÁ;15;PARÁ;NO;NORTE;58063712,27;419382;19872082,82;17181;54043819,89;270385;16488591,25;65842;11882;390;11661;383
814;2023-12-01;4219150;VARGEM;42;SANTA CATARINA;SU;SUL;4948279,96;19627;1594901,78;984;5241185,45;11754;1000926,91;2215;1105;66;1077;62
2243;2023-12-01;1506112;QUATIPURU;15;PARÁ;NO;NORTE;19732583,93;175541;3824014,3;3273;18959426,32;117842;4612582,79;8406;5250;115;5314;108
4390;2023-12-01;2204550;GUARIBAS;22;PIAUÍ;NE;NORDESTE;9675283,05;65806;1249424,28;1223;8519730,98;40201;1264510,05;2613;1864;59;1845;50
1633;2023-12-01;5212501;LUZIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;712736289,26;4396641;367620161,63;232889;752819760,2;2944018;335764270,73;638639;119954;6794;123313;6344
779;2023-12-01;3139003;MACHADO;31;MINAS GERAIS;SE;SUDESTE;120774745,08;446939;163891236,18;37069;131997970,74;304739;176286981,13;76361;19852;1615;20038;1540
5027;2023-12-01;2801306;CAPELA;28;SERGIPE;NE;NORDESTE;62148553,64;473724;20501103,98;9756;58687925,34;303791;34047953,83;49115;14647;344;14824;325
4108;2023-12-01;2409407;PAU DOS FERROS;24;RIO GRANDE DO NORTE;NE;NORDESTE;97132739,59;563720;32521726,46;27142;93963628,31;408727;43594003,69;120318;16686;972;16471;921
5099;2023-12-01;2202075;CAJAZEIRAS DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;4529218,64;39869;961564,1;639;4356118,23;24423;1357401,14;1810;1252;25;1301;24
1672;2023-12-01;3136306;JOÃO PINHEIRO;31;MINAS GERAIS;SE;SUDESTE;150804690,23;742306;159007571,0;56406;160071642,68;471078;137344324,68;160364;26873;2078;27321;2001
5812;2023-12-01;2311900;SABOEIRO;23;CEARÁ;NE;NORDESTE;30464949,05;181884;2849552,38;3135;29317770,69;138849;2973634,3;13102;6309;117;6210;99
911;2023-12-01;4306502;DOM FELICIANO;43;RIO GRANDE DO SUL;SU;SUL;15604878,19;91448;6068381,93;4984;13177333,95;48311;6291924,47;17643;4739;255;4391;243
3570;2023-12-01;1701002;ANANÁS;17;TOCANTINS;NO;NORTE;32121701,14;227836;6506273,53;7158;30821833,73;146099;6058674,47;19850;5970;253;5929;233
749;2023-12-01;1702901;AXIXÁ DO TOCANTINS;17;TOCANTINS;NO;NORTE;31152822,73;209085;4402560,52;4578;30256752,23;139090;5050773,04;21143;6075;135;6212;128
987;2023-12-01;2918506;JUSSARA;29;BAHIA;NE;NORDESTE;25833215,85;196893;2926539,21;3807;25251072,12;133888;3313287,7;9572;6778;144;6741;147
716;2023-12-01;4204194;CHAPADÃO DO LAGEADO;42;SANTA CATARINA;SU;SUL;6659461,58;18857;1427075,64;1381;5701424,27;9827;1488569,89;4587;1116;80;998;79
